1,0,0.24809281010824685
1,1,0.2517436938884734
1,2,0.24711782237363947
1,3,0.19827697939798872
1,4,0.1966942219843589
2,0,0.1788718293038368
2,1,0.00934919769957936
2,2,0.17978383425386235
2,3,0.22830303102729788
2,4,0.23068327508331427
3,0,0.09505475510368845
3,1,0.057780948846605396
3,2,0.4437378763418157
3,3,0.03463365328618715
3,4,0.09933372178488337
4,0,0.0698798997387647
4,1,0.009171225220808377
4,2,0.014864990328315005
4,3,0.007678194540354628
4,4,0.014048809864986564
5,0,0.27193097994720433
5,1,0.02688999303766878
5,2,0.014495041744888191
5,3,0.1957287768540099
5,4,0.0609511929109119
6,0,0.03696336546146785
6,1,0.14761272943905793
6,2,0.009875672509584942
6,3,0.23151675604062352
6,4,0.2038544365933365
7,0,0.020660196414895495
7,1,0.17475102122033975
7,2,0.18301670871604134
7,3,0.4217904410188006
7,4,0.3545895556077753
8,0,0.031097811967690483
8,1,0.3766157811628455
8,2,0.07574848826133451
8,3,0.25688219423959263
8,4,0.00909982243970201
9,0,0.41344627529022165
9,1,0.17517969814626141
9,2,0.04320339017674258
9,3,0.4437378763418157
9,4,0.2321214888719901
10,0,0.3400251290235615
10,1,0.28218184481556996
10,2,0.19149536081110471
10,3,0.035810610153629775
10,4,0.00928085765516144
